Pickup Location,Drop Location,Total_Bookings,Completed_Bookings,Cancelled_Bookings,Revenue,Avg_Ride_Distance,Avg_Booking_Value,Completion_Rate,Cancellation_Rate
Sarojini Nagar,Hauz Khas,7,6,1,1823.0,15.64,303.83,85.71,14.29
Greater Noida,Indirapuram,7,1,4,732.0,21.32,577.33,14.29,57.14
Greater Noida,Indraprastha,7,6,1,3755.0,16.85,625.83,85.71,14.29
Mundka,Huda City Centre,7,3,3,2053.0,26.01,718.25,42.86,42.86
Karol Bagh,Udyog Vihar,7,5,2,1636.0,22.26,327.2,71.43,28.57
Ambience Mall,Ardee City,7,3,3,1463.0,31.55,487.67,42.86,42.86
Hero Honda Chowk,Akshardham,7,4,2,2324.0,36.45,581.0,57.14,28.57
Tilak Nagar,Laxmi Nagar,7,4,1,2041.0,29.83,510.25,57.14,14.29
Munirka,Kashmere Gate,7,1,5,999.0,34.99,999.0,14.29,71.43
Sarojini Nagar,IFFCO Chowk,7,4,3,1732.0,24.39,433.0,57.14,42.86
Ambience Mall,Barakhamba Road,7,5,0,1993.0,23.7,421.43,71.43,0.0
Munirka,Karkarduma,7,3,2,1591.0,18.93,530.33,42.86,28.57
Rajiv Chowk,Gwal Pahari,7,3,3,1069.0,12.8,356.33,42.86,42.86
Greater Noida,Ardee City,7,3,4,2492.0,33.66,830.67,42.86,57.14
Tilak Nagar,Tis Hazari,7,7,0,3922.0,22.46,560.29,100.0,0.0
Greater Noida,Ashok Park Main,7,4,2,1627.0,35.17,406.75,57.14,28.57
Greater Noida,Ashok Vihar,7,3,2,1998.0,23.87,666.0,42.86,28.57
Kaushambi,Shahdara,7,4,2,2009.0,29.31,502.25,57.14,28.57
Munirka,Jor Bagh,7,3,3,4147.0,9.49,1382.33,42.86,42.86
Sushant Lok,Kaushambi,7,5,1,2328.0,25.48,432.67,71.43,14.29
Greater Noida,Badarpur,7,4,2,1573.0,31.36,393.25,57.14,28.57
Ambience Mall,Aya Nagar,7,5,2,1992.0,19.6,398.4,71.43,28.57
Meerut,Paharganj,7,3,3,2641.0,27.8,880.33,42.86,42.86
Meerut,Panchsheel Park,7,6,1,3695.0,26.26,615.83,85.71,14.29
Karol Bagh,Tughlakabad,7,5,2,2797.0,29.15,559.4,71.43,28.57
Rajiv Chowk,Uttam Nagar,7,2,2,1526.0,30.32,763.0,28.57,28.57
Green Park,Model Town,7,5,1,3222.0,23.5,644.4,71.43,14.29
Sushant Lok,Khandsa,7,6,0,2596.0,26.87,432.67,85.71,0.0
Meerut,Paschim Vihar,7,4,1,1767.0,26.5,441.75,57.14,14.29
Munirka,INA Market,7,3,1,617.0,27.47,369.2,42.86,14.29
Narsinghpur,Sultanpur,7,4,3,1958.0,23.6,489.5,57.14,42.86
Karol Bagh,Greater Kailash,7,6,1,3051.0,27.72,508.5,85.71,14.29
Hauz Khas,Yamuna Bank,7,5,2,2526.0,23.34,505.2,71.43,28.57
IFFCO Chowk,Palam Vihar,7,3,3,225.0,18.19,168.75,42.86,42.86
Ghitorni,Manesar,7,5,1,3237.0,25.11,617.83,71.43,14.29
Ghitorni,Mayur Vihar,7,6,0,2744.0,29.03,487.43,85.71,0.0
Ghitorni,Model Town,7,6,1,4301.0,23.13,716.83,85.71,14.29
Sarai Kale Khan,Chirag Delhi,7,5,1,1593.0,16.71,403.0,71.43,14.29
Nehru Place,Rajiv Nagar,7,5,0,2748.0,29.41,621.83,71.43,0.0
IFFCO Chowk,Paschim Vihar,7,4,1,2012.0,16.43,493.6,57.14,14.29
Ghitorni,Munirka,7,7,0,2732.0,30.77,390.29,100.0,0.0
Shivaji Park,DLF Phase 3,7,5,2,2018.0,26.88,403.6,71.43,28.57
Sushant Lok,Subhash Nagar,7,4,3,1873.0,13.24,468.25,57.14,42.86
IFFCO Chowk,Panchsheel Park,7,4,1,4877.0,21.94,1219.25,57.14,14.29
Ghitorni,Nehru Place,7,5,2,1649.0,28.88,329.8,71.43,28.57
RK Puram,India Gate,7,5,1,2415.0,33.22,463.5,71.43,14.29
Keshav Puram,Welcome,7,4,3,1781.0,27.73,445.25,57.14,42.86
Anand Vihar ISBT,Netaji Subhash Place,7,4,2,2941.0,19.11,765.2,57.14,28.57
RK Puram,Indraprastha,7,4,1,1781.0,15.32,432.8,57.14,14.29
Anand Vihar ISBT,Narsinghpur,7,5,2,3235.0,36.0,647.0,71.43,28.57
Mansarovar Park,South Extension,7,6,1,3271.0,27.76,545.17,85.71,14.29
Ramesh Nagar,Noida Film City,7,3,2,2057.0,14.58,572.0,42.86,28.57
Mansarovar Park,Subhash Chowk,7,3,4,1387.0,25.0,462.33,42.86,57.14
Saket A Block,Inderlok,7,6,1,4218.0,16.4,703.0,85.71,14.29
Ghitorni,Paschim Vihar,7,5,1,1567.0,25.58,305.83,71.43,14.29
IFFCO Chowk,New Delhi Railway Station,7,6,0,3521.0,22.02,586.83,85.71,0.0
Mehrauli,Noida Film City,7,4,2,2709.0,36.52,677.25,57.14,28.57
Khan Market,AIIMS,7,5,2,2374.0,15.36,474.8,71.43,28.57
Karkarduma,Narsinghpur,7,4,2,3634.0,20.92,908.5,57.14,28.57
Ghitorni,Maidan Garhi,7,6,1,4443.0,21.5,740.5,85.71,14.29
Anand Vihar ISBT,Noida Film City,7,7,0,8960.0,24.45,1280.0,100.0,0.0
RK Puram,IIT Delhi,7,5,1,2736.0,25.89,523.83,71.43,14.29
Anand Vihar ISBT,Pulbangash,7,5,0,2901.0,23.55,568.14,71.43,0.0
Nehru Place,Tilak Nagar,7,6,1,1591.0,25.26,265.17,85.71,14.29
Sushant Lok,Udyog Vihar Phase 4,7,6,1,3950.0,24.53,658.33,85.71,14.29
Moti Nagar,Jama Masjid,7,6,1,3593.0,18.87,598.83,85.71,14.29
Khan Market,Arjangarh,7,4,2,1879.0,22.72,469.75,57.14,28.57
Khan Market,Ardee City,7,5,0,1648.0,27.05,298.17,71.43,0.0
Shastri Park,Pataudi Chowk,7,4,2,1906.0,21.77,476.5,57.14,28.57
Nehru Place,Sikanderpur,7,5,2,3014.0,30.12,602.8,71.43,28.57
Tughlakabad,Mehrauli,7,5,2,3406.0,21.88,681.2,71.43,28.57
Anand Vihar ISBT,Panchsheel Park,7,3,2,1358.0,25.99,677.0,42.86,28.57
Sultanpur,Nehru Place,7,5,0,3689.0,23.0,652.0,71.43,0.0
IFFCO Chowk,Rohini West,7,5,2,3239.0,17.87,647.8,71.43,28.57
Sarai Kale Khan,Connaught Place,7,4,2,702.0,29.35,175.5,57.14,28.57
Yamuna Bank,Lok Kalyan Marg,7,4,1,1943.0,26.04,485.75,57.14,14.29
Tughlakabad,Mayur Vihar,7,6,0,4414.0,15.01,735.67,85.71,0.0
Anand Vihar ISBT,Paharganj,7,6,1,3292.0,23.82,548.67,85.71,14.29
Mansarovar Park,Saket A Block,7,5,1,4061.0,19.97,734.0,71.43,14.29
Nehru Place,Samaypur Badli,7,2,4,1880.0,30.04,808.33,28.57,57.14
Sarojini Nagar,Tagore Garden,7,2,4,388.0,28.66,194.0,28.57,57.14
Moti Nagar,Kanhaiya Nagar,7,3,4,1955.0,16.4,651.67,42.86,57.14
Moti Nagar,Karkarduma,7,6,1,2713.0,22.51,452.17,85.71,14.29
IFFCO Chowk,Rajiv Chowk,7,5,0,2787.0,30.73,567.43,71.43,0.0
Rajiv Nagar,Lok Kalyan Marg,7,5,2,2507.0,25.97,501.4,71.43,28.57
Ghitorni,Pulbangash,7,3,3,1268.0,29.93,422.67,42.86,42.86
Tughlakabad,Kirti Nagar,7,3,3,648.0,25.86,292.5,42.86,42.86
Hauz Khas,Mehrauli,7,6,1,2700.0,15.52,450.0,85.71,14.29
Nehru Place,Inderlok,7,4,2,1310.0,19.03,327.5,57.14,28.57
IFFCO Chowk,Karol Bagh,7,6,1,4469.0,24.42,744.83,85.71,14.29
RK Puram,Moolchand,7,2,5,844.0,16.4,422.0,28.57,71.43
Nehru Place,Jhilmil,7,3,3,1288.0,26.52,429.33,42.86,42.86
IFFCO Chowk,Kadarpur,7,7,0,4561.0,28.33,651.57,100.0,0.0
Sultanpur,Rajiv Nagar,7,4,1,3014.0,18.53,925.4,57.14,14.29
Adarsh Nagar,Noida Extension,7,3,1,715.0,22.68,268.67,42.86,14.29
Mayur Vihar,Badshahpur,7,5,2,2716.0,29.14,543.2,71.43,28.57
Sikanderpur,IIT Delhi,7,2,4,200.0,22.21,100.0,28.57,57.14
Rajiv Nagar,Kaushambi,7,4,2,3067.0,20.06,766.75,57.14,28.57
Moti Nagar,MG Road,7,4,2,2811.0,21.98,609.6,57.14,28.57
Nehru Place,India Gate,7,3,1,2131.0,20.62,605.25,42.86,14.29
Nehru Place,INA Market,7,4,3,1226.0,30.24,306.5,57.14,42.86
Nehru Place,New Colony,7,2,4,357.0,29.58,178.5,28.57,57.14
Tughlakabad,Inderlok,7,5,0,1176.0,36.9,321.67,71.43,0.0
Anand Vihar ISBT,Hauz Khas,7,6,0,2680.0,16.72,446.67,85.71,0.0
Mayur Vihar,Botanical Garden,7,5,2,2830.0,14.14,566.0,71.43,28.57
Adarsh Nagar,Noida Sector 62,7,5,2,3631.0,24.39,726.2,71.43,28.57
Tughlakabad,INA Market,7,5,2,5407.0,19.09,1081.4,71.43,28.57
Anand Vihar ISBT,Gurgaon Sector 56,7,4,3,2290.0,33.28,572.5,57.14,42.86
Moti Nagar,Maidan Garhi,7,6,0,2043.0,14.79,331.43,85.71,0.0
Karkarduma,Rajouri Garden,7,4,3,1710.0,26.46,427.5,57.14,42.86
Sultanpur,Rithala,7,5,1,1750.0,30.05,456.17,71.43,14.29
Sikanderpur,IGNOU Road,7,4,0,1444.0,14.11,278.83,57.14,0.0
Keshav Puram,Sohna Road,7,3,2,1662.0,25.07,505.75,42.86,28.57
Tughlakabad,Jor Bagh,7,4,3,1325.0,33.51,331.25,57.14,42.86
Mayur Vihar,Anand Vihar,7,3,3,1686.0,34.98,494.0,42.86,42.86
RK Puram,Mansarovar Park,7,4,2,2365.0,28.91,519.8,57.14,28.57
RK Puram,Manesar,7,3,2,1992.0,9.17,536.75,42.86,28.57
Mansarovar Park,Vaishali,7,6,0,3656.0,24.57,609.33,85.71,0.0
IFFCO Chowk,Moolchand,7,3,4,593.0,13.91,197.67,42.86,57.14
Saket A Block,Jama Masjid,7,6,0,5283.0,31.14,880.5,85.71,0.0
Adarsh Nagar,Nawada,7,5,2,2498.0,33.72,499.6,71.43,28.57
Moti Nagar,Keshav Puram,7,4,3,1614.0,24.0,403.5,57.14,42.86
Keshav Puram,Vidhan Sabha,7,4,2,1560.0,13.44,390.0,57.14,28.57
Gurgaon Railway Station,Rajiv Nagar,7,5,2,1568.0,19.27,313.6,71.43,28.57
IFFCO Chowk,Mayur Vihar,7,3,1,576.0,33.74,224.25,42.86,14.29
Mansarovar Park,Welcome,7,4,2,1480.0,26.22,370.0,57.14,28.57
Ghitorni,Seelampur,7,3,3,1298.0,19.09,342.5,42.86,42.86
IFFCO Chowk,Manesar,7,2,3,1149.0,13.24,574.5,28.57,42.86
Ghitorni,Shastri Nagar,7,3,2,1488.0,18.41,461.25,42.86,28.57
Nehru Place,Manesar,7,6,0,2915.0,26.04,485.83,85.71,0.0
Anand Vihar ISBT,Keshav Puram,7,5,2,1753.0,24.22,350.6,71.43,28.57
Ramesh Nagar,Narsinghpur,7,4,3,2809.0,33.78,702.25,57.14,42.86
Rajiv Nagar,Lajpat Nagar,7,4,3,2000.0,28.15,500.0,57.14,42.86
Welcome,Ghitorni,7,5,1,4707.0,20.87,936.0,71.43,14.29
Kaushambi,Mayur Vihar,7,3,2,1238.0,26.5,441.5,42.86,28.57
Anand Vihar ISBT,Jor Bagh,7,6,1,4597.0,32.64,766.17,85.71,14.29
RK Puram,Maidan Garhi,7,2,2,568.0,10.66,530.25,28.57,28.57
Anand Vihar ISBT,Jama Masjid,7,7,0,3981.0,19.92,568.71,100.0,0.0
Saket A Block,Kashmere Gate,7,6,0,2121.0,20.48,441.86,85.71,0.0
Tughlakabad,Karkarduma,7,4,2,1293.0,20.3,350.2,57.14,28.57
Ghitorni,ITO,7,4,1,727.0,30.58,266.0,57.14,14.29
Ghitorni,IIT Delhi,7,5,1,2477.0,26.36,641.83,71.43,14.29
Karol Bagh,Ghitorni Village,7,5,2,2198.0,25.09,439.6,71.43,28.57
Ghaziabad,Rajouri Garden,7,4,2,1280.0,32.3,320.0,57.14,28.57
Adarsh Nagar,Janakpuri,7,3,4,820.0,5.44,273.33,42.86,57.14
IGI Airport,Ghitorni,7,4,3,2620.0,18.62,655.0,57.14,42.86
Ghaziabad,Panchsheel Park,7,5,2,2260.0,17.95,452.0,71.43,28.57
Kaushambi,Udyog Bhawan,7,3,4,2378.0,37.84,792.67,42.86,57.14
Ardee City,Chirag Delhi,7,4,2,1529.0,21.64,382.25,57.14,28.57
Sultanpur,Karol Bagh,7,2,3,346.0,22.67,414.0,28.57,42.86
Tughlakabad,Rithala,7,4,3,1519.0,26.4,379.75,57.14,42.86
Sikanderpur,Lok Kalyan Marg,7,3,3,1117.0,22.39,372.33,42.86,42.86
Karkarduma,Green Park,7,6,1,2828.0,20.44,471.33,85.71,14.29
Netaji Subhash Place,Jhilmil,7,5,1,2372.0,30.08,474.4,71.43,14.29
Karkarduma,Gurgaon Railway Station,7,6,1,2368.0,20.71,394.67,85.71,14.29
Ghaziabad,Rohini,7,5,1,3704.0,15.62,740.8,71.43,14.29
Sushant Lok,Vasant Kunj,7,4,1,3050.0,20.42,632.4,57.14,14.29
IGI Airport,Chandni Chowk,7,6,1,2939.0,24.7,489.83,85.71,14.29
Ghaziabad,Rohini West,7,6,0,5546.0,30.29,853.86,85.71,0.0
Netaji Subhash Place,Inderlok,7,4,1,1968.0,15.5,439.6,57.14,14.29
Karkarduma,Gurgaon Sector 29,7,6,1,3309.0,35.9,551.5,85.71,14.29
RK Puram,Anand Vihar,7,5,0,1654.0,23.54,348.0,71.43,0.0
Netaji Subhash Place,IMT Manesar,7,4,2,2355.0,28.42,588.75,57.14,28.57
Ghaziabad,Shastri Nagar,7,2,3,1010.0,24.39,328.25,28.57,42.86
IGI Airport,Barakhamba Road,7,3,3,1267.0,15.2,422.33,42.86,42.86
Ardee City,Aya Nagar,7,2,2,901.0,23.07,456.5,28.57,28.57
Sultanpur,Lajpat Nagar,7,2,3,513.0,41.68,256.5,28.57,42.86
Karkarduma,Huda City Centre,7,6,1,2061.0,24.29,343.5,85.71,14.29
Hauz Khas,Kaushambi,7,5,1,2111.0,17.55,422.2,71.43,14.29
Saket A Block,Basai Dhankot,7,2,3,1028.0,35.04,514.0,28.57,42.86
Rajiv Nagar,New Colony,7,6,1,3429.0,25.25,571.5,85.71,14.29
Satguru Ram Singh Marg,Arjangarh,7,4,3,3751.0,33.74,937.75,57.14,42.86
Ghaziabad,Khan Market,7,6,1,2864.0,31.94,477.33,85.71,14.29
Hauz Khas,Jama Masjid,7,6,1,3228.0,23.88,538.0,85.71,14.29
Tilak Nagar,Azadpur,7,5,1,3603.0,13.52,675.67,71.43,14.29
Sultanpur,Jasola,7,6,1,4158.0,28.59,693.0,85.71,14.29
Ramesh Nagar,Saidulajab,7,5,1,2663.0,34.56,532.6,71.43,14.29
Ardee City,Hero Honda Chowk,7,5,1,3198.0,16.98,577.67,71.43,14.29
Karkarduma,Dilshad Garden,7,6,1,3113.0,27.71,518.83,85.71,14.29
Ghaziabad,Lok Kalyan Marg,7,5,0,2453.0,27.9,452.5,71.43,0.0
Gurgaon Sector 29,Cyber Hub,7,1,5,181.0,31.32,189.0,14.29,71.43
Shivaji Park,Old Gurgaon,7,6,1,2879.0,28.92,479.83,85.71,14.29
Mansarovar Park,Inderlok,7,3,1,865.0,18.58,378.33,42.86,14.29
Ramesh Nagar,Rohini East,7,6,1,2394.0,31.77,399.0,85.71,14.29
Khan Market,Hauz Rani,7,4,2,3035.0,24.12,764.8,57.14,28.57
Vishwavidyalaya,Sushant Lok,7,3,4,1077.0,16.77,359.0,42.86,57.14
Rajouri Garden,Paharganj,7,3,2,1414.0,17.03,406.25,42.86,28.57
Ghaziabad,Moti Nagar,7,5,1,1967.0,21.85,393.4,71.43,14.29
Ramesh Nagar,Rithala,7,4,2,2489.0,18.91,628.8,57.14,28.57
Netaji Subhash Place,Mayur Vihar,7,4,3,1720.0,44.97,430.0,57.14,42.86
Vishwavidyalaya,Tagore Garden,7,6,1,3463.0,34.61,577.17,85.71,14.29
IGI Airport,Green Park,7,5,2,2667.0,16.18,533.4,71.43,28.57
Ghaziabad,Netaji Subhash Place,7,3,3,876.0,18.02,443.5,42.86,42.86
Netaji Subhash Place,Madipur,7,2,3,705.0,26.81,529.0,28.57,42.86
Shastri Park,Nirman Vihar,7,5,1,3327.0,21.72,583.83,71.43,14.29
RK Puram,Ashok Vihar,7,3,3,2300.0,23.18,779.5,42.86,42.86
Netaji Subhash Place,Gurgaon Sector 56,7,6,1,1890.0,35.8,315.0,85.71,14.29
Sikanderpur,Jhilmil,7,4,1,3930.0,11.0,870.33,57.14,14.29
Karkarduma,Kherki Daula Toll,7,5,1,2305.0,33.47,418.0,71.43,14.29
Netaji Subhash Place,Botanical Garden,7,4,1,2134.0,32.69,476.0,57.14,14.29
Khan Market,Civil Lines Gurgaon,7,5,2,3036.0,32.83,607.2,71.43,28.57
Ghitorni,Chandni Chowk,7,5,2,4404.0,36.57,880.8,71.43,28.57
Sultanpur,Moolchand,7,3,2,1011.0,14.38,229.0,42.86,28.57
Netaji Subhash Place,Bhikaji Cama Place,7,1,4,439.0,18.06,321.0,14.29,57.14
Ghitorni,Civil Lines Gurgaon,7,5,1,1527.0,22.26,290.83,71.43,14.29
RK Puram,GTB Nagar,7,5,1,1386.0,23.64,277.2,71.43,14.29
Ghitorni,Delhi Gate,7,1,3,410.0,12.11,277.0,14.29,42.86
Moti Nagar,India Gate,7,3,0,1425.0,26.4,465.14,42.86,0.0
Netaji Subhash Place,Azadpur,7,4,3,2522.0,23.5,630.5,57.14,42.86
Gurgaon Railway Station,Udyog Bhawan,7,3,3,977.0,23.21,325.67,42.86,42.86
Welcome,Basai Dhankot,7,4,3,2728.0,26.22,682.0,57.14,42.86
Mansarovar Park,Manesar,7,2,2,419.0,12.86,268.75,28.57,28.57
Sikanderpur,Karol Bagh,7,5,2,2470.0,26.95,494.0,71.43,28.57
Ghitorni,Golf Course Road,7,5,2,1438.0,25.04,287.6,71.43,28.57
Sikanderpur,Karkarduma,7,5,0,1428.0,28.9,282.83,71.43,0.0
Anand Vihar ISBT,Rohini East,7,5,1,2284.0,26.22,456.8,71.43,14.29
Khan Market,Bhiwadi,7,5,1,2888.0,25.48,495.17,71.43,14.29
Mansarovar Park,Pulbangash,7,4,1,1400.0,26.51,350.0,57.14,14.29
Anand Vihar ISBT,Rajiv Nagar,7,5,2,2263.0,26.83,452.6,71.43,28.57
IFFCO Chowk,Sikanderpur,7,5,2,2777.0,27.33,555.4,71.43,28.57
Hauz Khas,Mansarovar Park,7,5,1,1783.0,29.53,356.6,71.43,14.29
Ghitorni,Hauz Khas,7,4,2,1216.0,37.27,304.0,57.14,28.57
Nehru Place,Vidhan Sabha,7,5,2,3224.0,16.25,644.8,71.43,28.57
Gurgaon Railway Station,Udyog Vihar Phase 4,7,4,2,3132.0,13.36,758.2,57.14,28.57
Kaushambi,Lajpat Nagar,7,6,1,2273.0,36.8,378.83,85.71,14.29
Ghitorni,Basai Dhankot,7,5,1,1932.0,30.08,386.4,71.43,14.29
Ghitorni,Barakhamba Road,7,5,1,2022.0,19.88,404.4,71.43,14.29
Ghaziabad,Subhash Nagar,7,4,2,2105.0,24.57,675.0,57.14,28.57
Kaushambi,Kashmere Gate,7,6,1,3435.0,29.05,572.5,85.71,14.29
Vishwavidyalaya,Welcome,7,5,2,1514.0,37.71,302.8,71.43,28.57
Tilak Nagar,Bahadurgarh,7,3,1,1562.0,10.56,398.67,42.86,14.29
Sultanpur,Mandi House,7,4,3,1949.0,32.7,487.25,57.14,42.86
Tughlakabad,Pitampura,7,3,1,2550.0,13.92,592.2,42.86,14.29
IGI Airport,Akshardham,7,3,2,973.0,29.07,324.33,42.86,28.57
Karkarduma,Indirapuram,7,4,3,2284.0,13.68,571.0,57.14,42.86
Adarsh Nagar,Keshav Puram,7,6,1,2068.0,20.98,344.67,85.71,14.29
Anand Vihar ISBT,Uttam Nagar,7,7,0,2428.0,24.59,346.86,100.0,0.0
RK Puram,Bhikaji Cama Place,7,6,1,2384.0,24.26,397.33,85.71,14.29
Anand Vihar ISBT,Udyog Bhawan,7,6,1,5762.0,30.24,960.33,85.71,14.29
Adarsh Nagar,Khan Market,7,6,0,1418.0,25.36,275.43,85.71,0.0
Ramesh Nagar,Pataudi Chowk,7,6,1,2616.0,20.64,436.0,85.71,14.29
Ghitorni,Ambience Mall,7,5,2,2480.0,25.22,496.0,71.43,28.57
Rajiv Nagar,Mandi House,7,1,4,58.0,25.25,331.0,14.29,57.14
Adarsh Nagar,Laxmi Nagar,7,4,2,1609.0,16.05,451.0,57.14,28.57
Gurgaon Railway Station,Vishwavidyalaya,7,3,3,1513.0,29.98,504.33,42.86,42.86
Anand Vihar ISBT,Subhash Chowk,7,3,3,701.0,27.02,233.67,42.86,42.86
Sultanpur,Mansarovar Park,7,5,1,3580.0,25.4,716.0,71.43,14.29
IFFCO Chowk,Vasant Kunj,7,3,2,1336.0,26.23,353.5,42.86,28.57
Rajiv Nagar,Maidan Garhi,7,6,1,2410.0,22.46,401.67,85.71,14.29
Moti Nagar,ITO,7,6,0,2492.0,25.09,414.43,85.71,0.0
Gurgaon Railway Station,Paharganj,7,5,1,2917.0,29.77,632.0,71.43,14.29
Mayur Vihar,Civil Lines Gurgaon,7,3,4,473.0,12.23,157.67,42.86,57.14
RK Puram,Nirman Vihar,7,4,1,4580.0,24.82,959.2,57.14,14.29
Raj Nagar Extension,Chandni Chowk,7,5,1,3517.0,24.09,703.4,71.43,14.29
Mayur Vihar,Moolchand,7,1,4,636.0,21.18,1460.0,14.29,57.14
Sikanderpur,Greater Noida,7,6,1,4744.0,26.27,790.67,85.71,14.29
Gurgaon Railway Station,Janakpuri,7,5,1,2094.0,23.92,418.8,71.43,14.29
Anand Vihar,Noida Extension,7,4,2,1812.0,32.97,453.0,57.14,28.57
Nawada,Kashmere Gate,7,5,1,4027.0,30.57,736.33,71.43,14.29
Tis Hazari,Sultanpur,7,5,1,1617.0,18.19,323.4,71.43,14.29
Karol Bagh,Ashok Vihar,7,5,0,3353.0,27.0,716.67,71.43,0.0
Karol Bagh,Ashram,7,6,1,2597.0,19.79,432.83,85.71,14.29
Sarai Kale Khan,Ashok Vihar,7,4,2,1367.0,24.84,522.4,57.14,28.57
Tis Hazari,Subhash Chowk,7,4,1,3106.0,26.01,738.0,57.14,14.29
Mayur Vihar,New Delhi Railway Station,7,3,1,2320.0,20.99,642.0,42.86,14.29
Hauz Khas,South Extension,7,4,2,1475.0,20.42,306.0,57.14,28.57
Karol Bagh,Badshahpur,7,3,3,2477.0,15.76,825.67,42.86,42.86
Mehrauli,Kalkaji,7,4,0,1873.0,32.81,468.25,57.14,0.0
Sikanderpur,Golf Course Road,7,2,2,1369.0,24.32,538.0,28.57,28.57
Kaushambi,Noida Sector 18,7,3,3,1072.0,29.14,311.25,42.86,42.86
Tilak Nagar,Gurgaon Railway Station,7,4,2,3207.0,21.71,801.75,57.14,28.57
Sultanpur,Vinobapuri,7,3,2,3210.0,24.63,1070.0,42.86,28.57
Tis Hazari,Sohna Road,7,4,1,1747.0,18.38,390.4,57.14,14.29
Anand Vihar,Model Town,7,4,1,2165.0,27.01,448.0,57.14,14.29
Huda City Centre,Noida Extension,7,7,0,2307.0,33.36,329.57,100.0,0.0
Huda City Centre,Nirman Vihar,7,4,1,2210.0,16.67,507.17,57.14,14.29
Mehrauli,Jor Bagh,7,5,0,1603.0,31.2,363.33,71.43,0.0
Gurgaon Railway Station,IGI Airport,7,4,2,1710.0,24.42,427.5,57.14,28.57
Nawada,Kirti Nagar,7,3,2,1688.0,23.05,562.67,42.86,28.57
Shastri Park,Saket A Block,7,4,3,2547.0,22.54,636.75,57.14,42.86
Golf Course Road,Delhi Gate,7,4,1,2185.0,21.93,493.6,57.14,14.29
Adarsh Nagar,Seelampur,7,5,2,2248.0,33.16,449.6,71.43,28.57
Welcome,Jor Bagh,7,5,2,3312.0,37.68,662.4,71.43,28.57
Karkarduma,Vidhan Sabha,7,7,0,4847.0,26.14,692.43,100.0,0.0
Huda City Centre,Saket,7,5,1,3127.0,24.58,625.4,71.43,14.29
Karkarduma,Vinobapuri,7,5,2,3721.0,40.78,744.2,71.43,28.57
Rajouri Garden,Qutub Minar,7,3,4,1037.0,17.3,345.67,42.86,57.14
Saket A Block,Pataudi Chowk,7,5,1,2154.0,27.8,430.8,71.43,14.29
Kaushambi,New Delhi Railway Station,7,4,2,1879.0,24.29,424.0,57.14,28.57
Moti Nagar,Pragati Maidan,7,5,0,2314.0,21.04,469.43,71.43,0.0
Welcome,Karkarduma,7,5,2,2815.0,21.89,563.0,71.43,28.57
Raj Nagar Extension,Anand Vihar,7,3,2,1574.0,8.69,699.0,42.86,28.57
Welcome,Kashmere Gate ISBT,7,6,1,3161.0,28.5,526.83,85.71,14.29
Anand Vihar,Pitampura,7,2,3,108.0,9.02,54.0,28.57,42.86
Yamuna Bank,Jhilmil,7,4,3,2124.0,12.94,531.0,57.14,42.86
Kashmere Gate,Pulbangash,7,6,1,2553.0,12.87,425.5,85.71,14.29
Anand Vihar,Panchsheel Park,7,4,2,1403.0,23.76,298.0,57.14,28.57
Sarojini Nagar,Panchsheel Park,7,4,2,1804.0,30.0,451.0,57.14,28.57
Saket A Block,Peeragarhi,7,4,1,1954.0,25.84,472.2,57.14,14.29
Nawada,Manesar,7,6,1,2171.0,33.74,361.83,85.71,14.29
Sarojini Nagar,Paharganj,7,4,2,1384.0,15.6,346.0,57.14,28.57
Gurgaon Railway Station,Kalkaji,7,3,3,898.0,23.46,259.25,42.86,42.86
Rajiv Nagar,Gurgaon Sector 56,7,3,2,2479.0,40.81,826.33,42.86,28.57
Karol Bagh,Ambience Mall,7,5,2,1909.0,19.19,381.8,71.43,28.57
Nawada,Lok Kalyan Marg,7,5,2,2531.0,16.96,506.2,71.43,28.57
Nawada,IGI Airport,7,2,3,1478.0,30.55,661.33,28.57,42.86
Golf Course Road,Jasola,7,6,1,3098.0,22.73,516.33,85.71,14.29
Mayur Vihar,Connaught Place,7,6,0,3992.0,34.08,665.33,85.71,0.0
Kaushambi,Pitampura,7,4,1,2287.0,15.48,518.83,57.14,14.29
Golf Course Road,Noida Sector 18,7,7,0,3473.0,23.7,496.14,100.0,0.0
Huda City Centre,MG Road,7,6,1,4390.0,31.6,731.67,85.71,14.29
Raj Nagar Extension,IGNOU Road,7,5,2,3507.0,31.61,701.4,71.43,28.57
Anand Vihar,Indraprastha,7,5,2,3318.0,27.63,663.6,71.43,28.57
Sarojini Nagar,Bahadurgarh,7,4,3,2567.0,31.76,641.75,57.14,42.86
Tis Hazari,Raj Nagar Extension,7,5,2,2439.0,21.65,487.8,71.43,28.57
Gurgaon Railway Station,Ghitorni,7,3,3,1295.0,28.93,431.67,42.86,42.86
Anand Vihar,Inderlok,7,4,2,1509.0,21.55,491.2,57.14,28.57
Karol Bagh,Dwarka Mor,7,3,3,1110.0,22.0,363.25,42.86,42.86
Tilak Nagar,Hero Honda Chowk,7,2,4,913.0,24.77,456.5,28.57,57.14
Golf Course Road,Rajiv Chowk,7,5,0,1621.0,27.47,419.57,71.43,0.0
Golf Course Road,Rajouri Garden,7,4,1,1726.0,16.64,417.33,57.14,14.29
Nawada,Huda City Centre,7,4,3,1474.0,30.6,368.5,57.14,42.86
